timestamp,temperature_c,pressure_hpa,humidity_pct,wind_speed_ms,rainfall_mm,extreme_event
2023-01-17 03:00:00,18.79,1008.66,58.2,5.63,0.01,0
2023-01-17 04:00:00,18.3,1013.6,43.0,5.41,0.09,0
2023-01-17 05:00:00,14.93,1010.14,48.2,0.12,0.33,0
2023-01-17 06:00:00,13.14,1012.17,55.8,4.75,0.84,0
2023-01-17 07:00:00,17.88,1022.41,66.2,2.71,0.88,0
2023-01-17 08:00:00,16.83,1012.15,60.4,4.74,0.19,0
2023-01-17 09:00:00,18.7,1015.07,42.7,0.04,0.7,0
2023-01-17 10:00:00,19.19,1011.84,57.8,1.73,0.01,0
2023-01-17 11:00:00,18.07,1013.38,46.7,4.51,0.59,0
2023-01-17 12:00:00,19.32,1013.03,62.0,4.76,0.3,0
2023-01-17 13:00:00,18.27,1015.24,64.8,3.72,0.16,0
2023-01-17 14:00:00,18.88,1018.83,57.8,1.81,0.39,0
2023-01-17 15:00:00,16.41,1021.24,57.7,1.86,0.45,0
2023-01-17 16:00:00,17.47,1014.55,50.2,5.8,1.4,0
2023-01-17 17:00:00,18.23,1015.95,53.4,2.64,1.71,0
2023-01-17 18:00:00,19.48,1007.25,65.9,2.68,0.28,0
2023-01-17 19:00:00,17.06,1012.56,61.7,3.31,0.87,0
2023-01-17 20:00:00,18.9,1017.7,55.6,2.46,0.25,0
2023-01-17 21:00:00,17.33,1017.33,51.0,3.32,0.48,0
2023-01-17 22:00:00,17.64,1014.06,41.5,2.59,0.12,0
2023-01-17 23:00:00,19.54,1017.43,44.3,4.96,0.08,0
2023-01-18 00:00:00,13.9,1015.45,45.8,5.45,0.38,0
2023-01-18 01:00:00,15.3,1019.0,51.2,5.59,0.2,0
2023-01-18 02:00:00,14.93,1014.45,68.3,3.39,0.17,0
2023-01-18 03:00:00,13.24,1011.22,55.2,2.65,0.03,0
2023-01-18 04:00:00,16.56,1014.68,47.0,4.23,0.07,0
2023-01-18 05:00:00,19.42,998.35,43.2,5.03,0.55,0
2023-01-18 06:00:00,17.36,1014.91,50.1,3.38,0.54,0
2023-01-18 07:00:00,18.33,994.76,64.5,4.2,0.31,0
2023-01-18 08:00:00,20.12,1004.38,51.5,4.5,0.43,0
2023-01-18 09:00:00,20.6,1015.26,63.2,4.06,0.03,0
2023-01-18 10:00:00,17.82,1015.39,64.1,4.48,0.84,0
2023-01-18 11:00:00,20.67,1007.19,43.3,1.25,0.42,0
2023-01-18 12:00:00,18.15,1009.44,58.3,2.99,0.57,0
2023-01-18 13:00:00,16.3,1019.85,68.8,3.53,0.09,0
2023-01-18 14:00:00,16.79,1010.58,52.1,0.01,0.52,0
2023-01-18 15:00:00,15.03,1024.21,41.5,5.14,0.53,0
2023-01-18 16:00:00,16.22,1012.99,67.7,3.66,0.2,0
2023-01-18 17:00:00,17.29,1015.04,66.5,0.77,1.72,0
2023-01-18 18:00:00,19.62,1021.08,55.7,4.9,0.2,0
2023-01-18 19:00:00,21.46,1013.66,56.6,4.3,1.1,0
2023-01-18 20:00:00,15.26,1007.99,46.4,4.55,0.84,0
2023-01-18 21:00:00,18.81,1012.45,64.6,2.35,1.16,0
2023-01-18 22:00:00,15.95,1012.82,55.0,5.13,0.29,0
2023-01-18 23:00:00,18.99,1006.18,41.0,2.48,0.11,0
2023-01-19 00:00:00,17.79,1011.72,60.5,3.42,0.09,0
2023-01-19 01:00:00,14.39,1009.29,68.5,0.0,0.68,0
2023-01-19 02:00:00,19.92,1017.62,64.9,3.87,0.37,0
2023-01-19 03:00:00,16.86,1013.17,48.3,4.31,0.3,0
2023-01-19 04:00:00,17.01,1011.59,41.6,3.4,0.27,0
2023-01-19 05:00:00,15.94,1012.47,68.2,2.98,0.02,0
2023-01-19 06:00:00,16.78,1014.12,68.1,4.86,0.21,0
2023-01-19 07:00:00,18.95,1016.08,56.0,4.09,1.27,0
2023-01-19 08:00:00,17.73,1008.0,59.3,1.67,0.49,0
2023-01-19 09:00:00,18.77,1007.79,53.9,5.75,0.12,0
2023-01-19 10:00:00,18.84,1018.52,52.6,4.24,0.87,0
2023-01-19 11:00:00,20.77,1010.94,43.6,5.93,0.55,0
2023-01-19 12:00:00,17.45,1005.92,42.9,5.83,1.53,0
2023-01-19 13:00:00,15.18,1015.22,47.0,5.51,0.16,0
2023-01-19 14:00:00,20.28,1015.32,65.1,4.53,0.12,0
2023-01-19 15:00:00,17.49,1005.35,44.4,3.66,1.1,0
2023-01-19 16:00:00,20.39,1014.15,46.8,1.03,0.26,0
2023-01-19 17:00:00,18.93,1016.68,56.5,3.26,0.21,0
2023-01-19 18:00:00,17.91,1014.87,46.5,4.59,0.59,0
2023-01-19 19:00:00,18.88,1016.16,44.9,3.13,0.22,0
2023-01-19 20:00:00,22.09,1005.98,56.9,5.21,0.12,0
2023-01-19 21:00:00,22.35,1014.66,51.0,0.66,0.63,0
2023-01-19 22:00:00,18.34,1011.49,58.8,2.29,0.41,0
2023-01-19 23:00:00,18.53,1010.59,67.4,3.04,0.08,0
2023-01-20 00:00:00,20.37,990.6,74.9,6.41,47.88,1
2023-01-20 01:00:00,16.53,991.82,85.3,7.67,36.08,1
2023-01-20 02:00:00,18.89,992.19,74.4,13.6,36.52,1
2023-01-20 03:00:00,18.18,993.1,78.3,11.02,29.2,1
2023-01-20 04:00:00,18.87,1012.45,58.9,2.91,0.12,0
2023-01-20 05:00:00,16.58,986.68,65.5,12.9,30.44,1
2023-01-20 06:00:00,15.07,1016.83,59.2,0.1,3.17,0
2023-01-20 07:00:00,14.11,1013.61,60.7,2.84,1.5,0
2023-01-20 08:00:00,16.03,1013.65,40.5,0.99,0.13,0
2023-01-20 09:00:00,17.36,1017.12,68.7,4.23,0.18,0
2023-01-20 10:00:00,17.69,1012.7,57.6,4.77,0.59,0
2023-01-20 11:00:00,22.16,1009.35,63.4,1.37,0.0,0
2023-01-20 12:00:00,20.51,1010.93,51.3,3.55,0.43,0
2023-01-20 13:00:00,16.38,1016.17,40.4,0.93,0.15,0
2023-01-20 14:00:00,19.0,1013.01,55.3,1.82,0.5,0
2023-01-20 15:00:00,17.5,1014.7,55.2,5.33,0.57,0
2023-01-20 16:00:00,17.75,1016.35,53.1,3.26,0.54,0
2023-01-20 17:00:00,18.7,1011.13,50.2,5.32,0.02,0
2023-01-20 18:00:00,19.57,1016.78,47.5,1.35,0.07,0
2023-01-20 19:00:00,17.66,1014.89,55.8,1.98,1.02,0
2023-01-20 20:00:00,20.48,1006.83,51.3,2.83,0.08,0
2023-01-20 21:00:00,16.07,1020.21,69.1,2.88,0.32,0
2023-01-20 22:00:00,18.37,1010.5,45.2,5.99,0.91,0
2023-01-20 23:00:00,23.56,976.59,68.7,14.19,24.67,1
2023-01-21 00:00:00,18.82,1007.77,48.8,5.11,0.11,0
2023-01-21 01:00:00,21.25,981.59,89.7,13.87,47.98,1
2023-01-21 02:00:00,18.57,1013.26,55.0,3.32,0.07,0
2023-01-21 03:00:00,19.56,1011.63,59.3,2.06,0.4,0
2023-01-21 04:00:00,18.29,1011.32,68.5,3.12,0.89,0
2023-01-21 05:00:00,18.07,1016.1,48.6,1.75,0.44,0
2023-01-21 06:00:00,16.86,1014.7,60.8,4.79,0.98,0
2023-01-21 07:00:00,19.28,1014.58,40.8,2.99,0.18,0
2023-01-21 08:00:00,16.73,1015.05,47.9,5.56,0.64,0
2023-01-21 09:00:00,19.77,1016.08,53.9,3.74,0.94,0
2023-01-21 10:00:00,20.61,1002.46,40.9,3.09,0.16,0
2023-01-21 11:00:00,19.18,1011.18,58.5,4.27,0.94,0
2023-01-21 12:00:00,17.88,1002.1,60.3,3.02,0.05,0
2023-01-21 13:00:00,19.37,1013.18,62.4,5.43,0.43,0
2023-01-21 14:00:00,17.85,1012.98,55.5,1.11,0.08,0
2023-01-21 15:00:00,20.35,1018.23,58.1,5.84,0.61,0
2023-01-21 16:00:00,14.82,1018.94,51.9,4.87,0.39,0
2023-01-21 17:00:00,17.82,1014.01,41.2,5.16,0.56,0
2023-01-21 18:00:00,14.51,985.34,89.3,6.82,37.81,1
2023-01-21 19:00:00,15.51,1015.43,59.6,5.02,0.34,0
